,x,y,z,SegmentationRegionSlice
659,-239.53125,-239.53125,-979.0,Outside of AOI
660,-239.53125,-239.53125,-980.5,Outside of AOI
661,-239.53125,-239.53125,-982.0,Outside of AOI
662,-239.53125,-239.53125,-983.5,Outside of AOI
663,-239.53125,-239.53125,-985.0,Outside of AOI
664,-239.53125,-239.53125,-986.5,Outside of AOI
665,-239.53125,-239.53125,-988.0,Outside of AOI
666,-239.53125,-239.53125,-989.5,Outside of AOI
667,-239.53125,-239.53125,-991.0,Outside of AOI
668,-239.53125,-239.53125,-992.5,Outside of AOI
669,-239.53125,-239.53125,-994.0,Outside of AOI
670,-239.53125,-239.53125,-995.5,Outside of AOI
671,-239.53125,-239.53125,-997.0,Outside of AOI
672,-239.53125,-239.53125,-998.5,Outside of AOI
673,-239.53125,-239.53125,-1000.0,Outside of AOI
674,-239.53125,-239.53125,-1001.5,Outside of AOI
675,-239.53125,-239.53125,-1003.0,Outside of AOI
676,-239.53125,-239.53125,-1004.5,Outside of AOI
677,-239.53125,-239.53125,-1006.0,Outside of AOI
678,-239.53125,-239.53125,-1007.5,Outside of AOI
679,-239.53125,-239.53125,-1009.0,Outside of AOI
680,-239.53125,-239.53125,-1010.5,Outside of AOI
681,-239.53125,-239.53125,-1012.0,Outside of AOI
682,-239.53125,-239.53125,-1013.5,Outside of AOI
683,-239.53125,-239.53125,-1015.0,Outside of AOI
684,-239.53125,-239.53125,-1016.5,Outside of AOI
685,-239.53125,-239.53125,-1018.0,Outside of AOI
686,-239.53125,-239.53125,-1019.5,Outside of AOI
687,-239.53125,-239.53125,-1021.0,Outside of AOI
688,-239.53125,-239.53125,-1022.5,Outside of AOI
689,-239.53125,-239.53125,-1024.0,Outside of AOI
690,-239.53125,-239.53125,-1025.5,Outside of AOI
691,-239.53125,-239.53125,-1027.0,Outside of AOI
692,-239.53125,-239.53125,-1028.5,Outside of AOI
693,-239.53125,-239.53125,-1030.0,Outside of AOI
694,-239.53125,-239.53125,-1031.5,Outside of AOI
695,-239.53125,-239.53125,-1033.0,Outside of AOI
696,-239.53125,-239.53125,-1034.5,Outside of AOI
697,-239.53125,-239.53125,-1036.0,Outside of AOI
698,-239.53125,-239.53125,-1037.5,Outside of AOI
699,-239.53125,-239.53125,-1039.0,Outside of AOI
700,-239.53125,-239.53125,-1040.5,Outside of AOI
701,-239.53125,-239.53125,-1042.0,Outside of AOI
702,-239.53125,-239.53125,-1043.5,Outside of AOI
703,-239.53125,-239.53125,-1045.0,Outside of AOI
704,-239.53125,-239.53125,-1046.5,Outside of AOI
705,-239.53125,-239.53125,-1048.0,Outside of AOI
706,-239.53125,-239.53125,-1049.5,Outside of AOI
707,-239.53125,-239.53125,-1051.0,Outside of AOI
708,-239.53125,-239.53125,-1052.5,Outside of AOI
709,-239.53125,-239.53125,-1054.0,Outside of AOI
710,-239.53125,-239.53125,-1055.5,Outside of AOI
711,-239.53125,-239.53125,-1057.0,Outside of AOI
712,-239.53125,-239.53125,-1059.0,Outside of AOI
713,-239.53125,-239.53125,-1060.5,Outside of AOI
714,-239.53125,-239.53125,-1062.0,Outside of AOI
715,-239.53125,-239.53125,-1063.5,Outside of AOI
716,-239.53125,-239.53125,-1065.0,Outside of AOI
717,-239.53125,-239.53125,-1066.5,Outside of AOI
718,-239.53125,-239.53125,-1068.0,Outside of AOI
719,-239.53125,-239.53125,-1069.5,Outside of AOI
720,-239.53125,-239.53125,-1071.0,Outside of AOI
721,-239.53125,-239.53125,-1072.5,Outside of AOI
722,-239.53125,-239.53125,-1074.0,Outside of AOI
723,-239.53125,-239.53125,-1075.5,Outside of AOI
724,-239.53125,-239.53125,-1077.0,Outside of AOI
725,-239.53125,-239.53125,-1078.5,Outside of AOI
726,-239.53125,-239.53125,-1080.0,Outside of AOI
727,-239.53125,-239.53125,-1081.5,Outside of AOI
728,-239.53125,-239.53125,-1083.0,Outside of AOI
729,-239.53125,-239.53125,-1084.5,Outside of AOI
730,-239.53125,-239.53125,-1086.0,Outside of AOI
731,-239.53125,-239.53125,-1087.5,Outside of AOI
732,-239.53125,-239.53125,-1089.0,Outside of AOI
733,-239.53125,-239.53125,-1090.5,Outside of AOI
734,-239.53125,-239.53125,-1092.0,Outside of AOI
735,-239.53125,-239.53125,-1093.5,Outside of AOI
736,-239.53125,-239.53125,-1095.0,Outside of AOI
737,-239.53125,-239.53125,-1096.5,Outside of AOI
738,-239.53125,-239.53125,-1098.0,Outside of AOI
739,-239.53125,-239.53125,-1099.5,Outside of AOI
740,-239.53125,-239.53125,-1101.0,Outside of AOI
741,-239.53125,-239.53125,-1102.5,Outside of AOI
742,-239.53125,-239.53125,-1104.0,Outside of AOI
743,-239.53125,-239.53125,-1105.5,Outside of AOI
744,-239.53125,-239.53125,-1107.0,Outside of AOI
745,-239.53125,-239.53125,-1108.5,Outside of AOI
746,-239.53125,-239.53125,-1110.0,Outside of AOI
747,-239.53125,-239.53125,-1111.5,Outside of AOI
748,-239.53125,-239.53125,-1113.0,Outside of AOI
749,-239.53125,-239.53125,-1114.5,Outside of AOI
750,-239.53125,-239.53125,-1116.0,Outside of AOI
751,-239.53125,-239.53125,-1117.5,Outside of AOI
752,-239.53125,-239.53125,-1119.0,Outside of AOI
753,-239.53125,-239.53125,-1120.5,Outside of AOI
754,-239.53125,-239.53125,-1122.0,Outside of AOI
755,-239.53125,-239.53125,-1123.5,Outside of AOI
756,-239.53125,-239.53125,-1125.0,Outside of AOI
757,-239.53125,-239.53125,-1126.5,Outside of AOI
758,-239.53125,-239.53125,-1128.0,Outside of AOI
759,-239.53125,-239.53125,-1129.5,Outside of AOI
760,-239.53125,-239.53125,-1131.0,Outside of AOI
761,-239.53125,-239.53125,-1132.5,Outside of AOI
762,-239.53125,-239.53125,-1134.0,Outside of AOI
763,-239.53125,-239.53125,-1135.5,Outside of AOI
764,-239.53125,-239.53125,-1137.0,Outside of AOI
765,-239.53125,-239.53125,-1138.5,Outside of AOI
766,-239.53125,-239.53125,-1140.0,Outside of AOI
767,-239.53125,-239.53125,-1141.5,Outside of AOI
768,-239.53125,-239.53125,-1143.0,AOI
769,-239.53125,-239.53125,-1144.5,AOI
770,-239.53125,-239.53125,-1146.0,AOI
771,-239.53125,-239.53125,-1147.5,AOI
772,-239.53125,-239.53125,-1149.0,AOI
773,-239.53125,-239.53125,-1150.5,AOI
774,-239.53125,-239.53125,-1152.0,AOI
775,-239.53125,-239.53125,-1153.5,AOI
776,-239.53125,-239.53125,-1155.0,AOI
777,-239.53125,-239.53125,-1156.5,AOI
778,-239.53125,-239.53125,-1158.0,Outside of AOI
779,-239.53125,-239.53125,-1159.5,AOI
780,-239.53125,-239.53125,-1161.0,AOI
781,-239.53125,-239.53125,-1162.5,AOI
782,-239.53125,-239.53125,-1164.0,AOI
783,-239.53125,-239.53125,-1165.5,AOI
784,-239.53125,-239.53125,-1167.0,AOI
785,-239.53125,-239.53125,-1168.5,AOI
786,-239.53125,-239.53125,-1170.0,AOI
787,-239.53125,-239.53125,-1171.5,AOI
788,-239.53125,-239.53125,-1173.0,AOI
789,-239.53125,-239.53125,-1174.5,AOI
790,-239.53125,-239.53125,-1176.0,AOI
791,-239.53125,-239.53125,-1177.5,AOI
792,-239.53125,-239.53125,-1179.0,AOI
793,-239.53125,-239.53125,-1180.5,AOI
794,-239.53125,-239.53125,-1182.0,AOI
795,-239.53125,-239.53125,-1183.5,AOI
796,-239.53125,-239.53125,-1185.0,AOI
797,-239.53125,-239.53125,-1186.5,AOI
798,-239.53125,-239.53125,-1188.0,AOI
799,-239.53125,-239.53125,-1189.5,AOI
800,-239.53125,-239.53125,-1191.0,AOI
801,-239.53125,-239.53125,-1192.5,Outside of AOI
802,-239.53125,-239.53125,-1194.0,AOI
803,-239.53125,-239.53125,-1195.5,AOI
804,-239.53125,-239.53125,-1197.0,AOI
805,-239.53125,-239.53125,-1198.5,AOI
806,-239.53125,-239.53125,-1200.0,Outside of AOI
807,-239.53125,-239.53125,-1201.5,Outside of AOI
808,-239.53125,-239.53125,-1203.0,AOI
809,-239.53125,-239.53125,-1204.5,Outside of AOI
810,-239.53125,-239.53125,-1206.0,Outside of AOI
811,-239.53125,-239.53125,-1207.5,AOI
812,-239.53125,-239.53125,-1209.0,Outside of AOI
813,-239.53125,-239.53125,-1210.5,AOI
814,-239.53125,-239.53125,-1212.0,AOI
815,-239.53125,-239.53125,-1213.5,Outside of AOI
816,-239.53125,-239.53125,-1215.0,AOI
817,-239.53125,-239.53125,-1216.5,AOI
818,-239.53125,-239.53125,-1218.0,Outside of AOI
819,-239.53125,-239.53125,-1219.5,Outside of AOI
820,-239.53125,-239.53125,-1221.0,AOI
821,-239.53125,-239.53125,-1222.5,Outside of AOI
822,-239.53125,-239.53125,-1224.0,Outside of AOI
823,-239.53125,-239.53125,-1225.5,AOI
824,-239.53125,-239.53125,-1227.0,Outside of AOI
825,-239.53125,-239.53125,-1228.5,AOI
826,-239.53125,-239.53125,-1230.0,Outside of AOI
827,-239.53125,-239.53125,-1231.5,Outside of AOI
828,-239.53125,-239.53125,-1233.0,AOI
829,-239.53125,-239.53125,-1234.5,Outside of AOI
830,-239.53125,-239.53125,-1236.0,AOI
831,-239.53125,-239.53125,-1237.5,Outside of AOI
832,-239.53125,-239.53125,-1239.0,Outside of AOI
833,-239.53125,-239.53125,-1240.5,AOI
834,-239.53125,-239.53125,-1242.0,Outside of AOI
835,-239.53125,-239.53125,-1243.5,Outside of AOI
836,-239.53125,-239.53125,-1245.0,AOI
837,-239.53125,-239.53125,-1246.5,AOI
838,-239.53125,-239.53125,-1248.0,AOI
839,-239.53125,-239.53125,-1249.5,Outside of AOI
840,-239.53125,-239.53125,-1251.0,AOI
841,-239.53125,-239.53125,-1252.5,AOI
842,-239.53125,-239.53125,-1254.0,Outside of AOI
843,-239.53125,-239.53125,-1255.5,AOI
844,-239.53125,-239.53125,-1257.0,Outside of AOI
845,-239.53125,-239.53125,-1258.5,AOI
846,-239.53125,-239.53125,-1260.0,Outside of AOI
847,-239.53125,-239.53125,-1261.5,Outside of AOI
848,-239.53125,-239.53125,-1263.0,AOI
849,-239.53125,-239.53125,-1264.5,Outside of AOI
850,-239.53125,-239.53125,-1266.0,AOI
851,-239.53125,-239.53125,-1267.5,AOI
852,-239.53125,-239.53125,-1269.0,Outside of AOI
853,-239.53125,-239.53125,-1270.5,AOI
854,-239.53125,-239.53125,-1272.0,Outside of AOI
855,-239.53125,-239.53125,-1274.0,Outside of AOI
856,-239.53125,-239.53125,-1275.5,AOI
857,-239.53125,-239.53125,-1277.0,AOI
858,-239.53125,-239.53125,-1278.5,Outside of AOI
859,-239.53125,-239.53125,-1280.0,AOI
860,-239.53125,-239.53125,-1281.5,Outside of AOI
861,-239.53125,-239.53125,-1283.0,AOI
862,-239.53125,-239.53125,-1284.5,Outside of AOI
863,-239.53125,-239.53125,-1286.0,AOI
864,-239.53125,-239.53125,-1287.5,AOI
865,-239.53125,-239.53125,-1289.0,Outside of AOI
866,-239.53125,-239.53125,-1290.5,AOI
867,-239.53125,-239.53125,-1292.0,Outside of AOI
868,-239.53125,-239.53125,-1293.5,AOI
869,-239.53125,-239.53125,-1295.0,Outside of AOI
870,-239.53125,-239.53125,-1296.5,AOI
871,-239.53125,-239.53125,-1298.0,AOI
872,-239.53125,-239.53125,-1299.5,Outside of AOI
873,-239.53125,-239.53125,-1301.0,AOI
874,-239.53125,-239.53125,-1302.5,Outside of AOI
875,-239.53125,-239.53125,-1304.0,AOI
876,-239.53125,-239.53125,-1305.5,Outside of AOI
877,-239.53125,-239.53125,-1307.0,AOI
878,-239.53125,-239.53125,-1308.5,AOI
879,-239.53125,-239.53125,-1310.0,AOI
880,-239.53125,-239.53125,-1311.5,AOI
881,-239.53125,-239.53125,-1313.0,Outside of AOI
882,-239.53125,-239.53125,-1314.5,AOI
883,-239.53125,-239.53125,-1316.0,Outside of AOI
884,-239.53125,-239.53125,-1317.5,AOI
885,-239.53125,-239.53125,-1319.0,AOI
886,-239.53125,-239.53125,-1320.5,Outside of AOI
887,-239.53125,-239.53125,-1322.0,AOI
888,-239.53125,-239.53125,-1323.5,AOI
889,-239.53125,-239.53125,-1325.0,Outside of AOI
890,-239.53125,-239.53125,-1326.5,AOI
891,-239.53125,-239.53125,-1328.0,Outside of AOI
892,-239.53125,-239.53125,-1329.5,Outside of AOI
893,-239.53125,-239.53125,-1331.0,AOI
894,-239.53125,-239.53125,-1332.5,Outside of AOI
895,-239.53125,-239.53125,-1334.0,AOI
896,-239.53125,-239.53125,-1335.5,AOI
897,-239.53125,-239.53125,-1337.0,Outside of AOI
898,-239.53125,-239.53125,-1338.5,AOI
899,-239.53125,-239.53125,-1340.0,Outside of AOI
900,-239.53125,-239.53125,-1341.5,AOI
901,-239.53125,-239.53125,-1343.0,AOI
902,-239.53125,-239.53125,-1344.5,Outside of AOI
903,-239.53125,-239.53125,-1346.0,AOI
904,-239.53125,-239.53125,-1347.5,Outside of AOI
905,-239.53125,-239.53125,-1349.0,Outside of AOI
906,-239.53125,-239.53125,-1350.5,AOI
907,-239.53125,-239.53125,-1352.0,Outside of AOI
908,-239.53125,-239.53125,-1353.5,AOI
909,-239.53125,-239.53125,-1355.0,AOI
910,-239.53125,-239.53125,-1356.5,Outside of AOI
911,-239.53125,-239.53125,-1358.0,AOI
912,-239.53125,-239.53125,-1359.5,AOI
913,-239.53125,-239.53125,-1361.0,Outside of AOI
914,-239.53125,-239.53125,-1362.5,AOI
915,-239.53125,-239.53125,-1364.0,Outside of AOI
916,-239.53125,-239.53125,-1365.5,AOI
917,-239.53125,-239.53125,-1367.0,AOI
918,-239.53125,-239.53125,-1368.5,Outside of AOI
919,-239.53125,-239.53125,-1370.0,AOI
920,-239.53125,-239.53125,-1371.5,Outside of AOI
921,-239.53125,-239.53125,-1373.0,AOI
922,-239.53125,-239.53125,-1374.5,AOI
923,-239.53125,-239.53125,-1376.0,Outside of AOI
924,-239.53125,-239.53125,-1377.5,AOI
925,-239.53125,-239.53125,-1379.0,Outside of AOI
926,-239.53125,-239.53125,-1380.5,Outside of AOI
927,-239.53125,-239.53125,-1382.0,AOI
928,-239.53125,-239.53125,-1383.5,Outside of AOI
929,-239.53125,-239.53125,-1385.0,AOI
930,-239.53125,-239.53125,-1386.5,Outside of AOI
931,-239.53125,-239.53125,-1388.0,Outside of AOI
932,-239.53125,-239.53125,-1389.5,AOI
933,-239.53125,-239.53125,-1391.0,Outside of AOI
934,-239.53125,-239.53125,-1392.5,AOI
935,-239.53125,-239.53125,-1394.0,AOI
936,-239.53125,-239.53125,-1395.5,Outside of AOI
937,-239.53125,-239.53125,-1397.0,AOI
938,-239.53125,-239.53125,-1398.5,AOI
939,-239.53125,-239.53125,-1400.0,Outside of AOI
940,-239.53125,-239.53125,-1401.5,AOI
941,-239.53125,-239.53125,-1403.0,Outside of AOI
942,-239.53125,-239.53125,-1404.5,AOI
943,-239.53125,-239.53125,-1406.0,AOI
944,-239.53125,-239.53125,-1407.5,Outside of AOI
945,-239.53125,-239.53125,-1409.0,AOI
946,-239.53125,-239.53125,-1410.5,Outside of AOI
947,-239.53125,-239.53125,-1412.0,Outside of AOI
948,-239.53125,-239.53125,-1413.5,AOI
949,-239.53125,-239.53125,-1415.0,Outside of AOI
950,-239.53125,-239.53125,-1416.5,AOI
951,-239.53125,-239.53125,-1418.0,Outside of AOI
952,-239.53125,-239.53125,-1419.5,Outside of AOI
953,-239.53125,-239.53125,-1421.0,AOI
954,-239.53125,-239.53125,-1422.5,Outside of AOI
955,-239.53125,-239.53125,-1424.0,AOI
956,-239.53125,-239.53125,-1425.5,Outside of AOI
957,-239.53125,-239.53125,-1427.0,AOI
958,-239.53125,-239.53125,-1428.5,Outside of AOI
959,-239.53125,-239.53125,-1430.0,AOI
960,-239.53125,-239.53125,-1431.5,AOI
961,-239.53125,-239.53125,-1433.0,Outside of AOI
962,-239.53125,-239.53125,-1434.5,AOI
963,-239.53125,-239.53125,-1436.0,AOI
964,-239.53125,-239.53125,-1437.5,Outside of AOI
965,-239.53125,-239.53125,-1439.0,AOI
966,-239.53125,-239.53125,-1440.5,Outside of AOI
967,-239.53125,-239.53125,-1442.0,AOI
968,-239.53125,-239.53125,-1443.5,AOI
969,-239.53125,-239.53125,-1445.0,AOI
970,-239.53125,-239.53125,-1446.5,AOI
971,-239.53125,-239.53125,-1448.0,Outside of AOI
972,-239.53125,-239.53125,-1449.5,Outside of AOI
973,-239.53125,-239.53125,-1451.0,AOI
974,-239.53125,-239.53125,-1452.5,AOI
975,-239.53125,-239.53125,-1454.0,AOI
976,-239.53125,-239.53125,-1455.5,AOI
977,-239.53125,-239.53125,-1457.0,Outside of AOI
978,-239.53125,-239.53125,-1458.5,AOI
979,-239.53125,-239.53125,-1460.0,Outside of AOI
980,-239.53125,-239.53125,-1461.5,AOI
981,-239.53125,-239.53125,-1463.0,AOI
982,-239.53125,-239.53125,-1464.5,AOI
983,-239.53125,-239.53125,-1466.0,AOI
984,-239.53125,-239.53125,-1467.5,AOI
985,-239.53125,-239.53125,-1469.0,AOI
986,-239.53125,-239.53125,-1470.5,AOI
987,-239.53125,-239.53125,-1472.0,Outside of AOI
988,-239.53125,-239.53125,-1473.5,AOI
989,-239.53125,-239.53125,-1475.0,Outside of AOI
990,-239.53125,-239.53125,-1476.5,AOI
991,-239.53125,-239.53125,-1478.0,AOI
992,-239.53125,-239.53125,-1479.5,AOI
993,-239.53125,-239.53125,-1481.0,AOI
994,-239.53125,-239.53125,-1482.5,AOI
995,-239.53125,-239.53125,-1484.0,AOI
996,-239.53125,-239.53125,-1485.5,AOI
997,-239.53125,-239.53125,-1487.0,AOI
998,-239.53125,-239.53125,-1488.5,AOI
999,-239.53125,-239.53125,-1490.0,AOI
1000,-239.53125,-239.53125,-1491.5,AOI
1001,-239.53125,-239.53125,-1493.0,AOI
1002,-239.53125,-239.53125,-1494.5,Outside of AOI
1003,-239.53125,-239.53125,-1496.0,Outside of AOI
1004,-239.53125,-239.53125,-1497.5,Outside of AOI
1005,-239.53125,-239.53125,-1499.0,Outside of AOI
1006,-239.53125,-239.53125,-1500.5,Outside of AOI
1007,-239.53125,-239.53125,-1502.0,Outside of AOI
1008,-239.53125,-239.53125,-1503.5,Outside of AOI
1009,-239.53125,-239.53125,-1505.0,Outside of AOI
1010,-239.53125,-239.53125,-1506.5,Outside of AOI
1011,-239.53125,-239.53125,-1508.0,Outside of AOI
1012,-239.53125,-239.53125,-1509.5,Outside of AOI
1013,-239.53125,-239.53125,-1511.0,Outside of AOI
1014,-239.53125,-239.53125,-1512.5,Outside of AOI
